"CodTransaccion","NroFormulario","codcampus","Marca","Categoria","tipo","Valor Unitario","Proveedor","NroSerial","EmpresaResponsable","Estado","Ubicacion","Nombre","codebar",
"431","431","mon00431","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070122","Campuslands","0","Salon Skylab","mon-Bodg50-4051-900-0005R5","*00431*",
"432","432","te00432","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","CK440U-10937","Campuslands","0","Salon Skylab","te-Bodg50-4051-900-0005R5","*00432*",
"433","433","mou00433","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Skylab","mou-Bodg50-4051-900-0005R5","*00433*",
"434","434","cp00434","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","500SN32584","Campuslands","0","Salon Skylab","cp-Bodg50-4051-900-0005R5","*00434*",
"435","435","mon00435","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070784","Campuslands","0","Salon Skylab","mon-Bodg50-4051-900-0005R5","*00435*",
"436","436","te00436","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","CK440U-10935","Campuslands","0","Salon Skylab","te-Bodg50-4051-900-0005R5","*00436*",
"437","437","mou00437","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Skylab","mou-Bodg50-4051-900-0005R5","*00437*",
"438","438","cp00438","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","500SN32627","Campuslands","0","Salon Skylab","cp-Bodg50-4051-900-0005R5","*00438*",
"439","439","mon00439","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070095","Campuslands","0","Salon Skylab","mon-Bodg50-4051-900-0005R5","*00439*",
"440","440","te00440","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","CK440U-10974","Campuslands","0","Salon Skylab","te-Bodg50-4051-900-0005R5","*00440*",
"441","441","mou00441","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Skylab","mou-Bodg50-4051-900-0005R5","*00441*",
"442","442","cp00442","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","500SN32621","Campuslands","0","Salon Skylab","cp-Bodg50-4051-900-0005R5","*00442*",
"443","443","mon00443","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070221","Campuslands","0","Salon Skylab","mon-Bodg50-4051-900-0005R5","*00443*",
"444","444","te00444","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","CK440U-10932","Campuslands","0","Salon Skylab","te-Bodg50-4051-900-0005R5","*00444*",
"445","445","mou00445","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Skylab","mou-Bodg50-4051-900-0005R5","*00445*",
"446","446","cp00446","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","500SN32588","Campuslands","0","Salon Skylab","cp-Bodg50-4051-900-0005R5","*00446*",
"447","447","mon00447","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070836","Campuslands","0","Salon Skylab","mon-Bodg50-4051-900-0005R5","*00447*",
"448","448","te00448","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","CK440U-10934","Campuslands","0","Salon Skylab","te-Bodg50-4051-900-0005R5","*00448*",
"449","449","mou00449","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Skylab","mou-Bodg50-4051-900-0005R5","*00449*",
"450","450","cp00450","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","500SN32626","Campuslands","0","Salon Skylab","cp-Bodg50-4051-900-0005R5","*00450*",
"451","451","mon00451","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070776","Campuslands","0","Salon Skylab","mon-Bodg50-4051-900-0005R5","*00451*",
"452","452","te00452","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","CK440U-10933","Campuslands","0","Salon Skylab","te-Bodg50-4051-900-0005R5","*00452*",
"453","453","mou00453","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Skylab","mou-Bodg50-4051-900-0005R5","*00453*",
"454","454","cp00454","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","500SN32596","Campuslands","0","Salon Skylab","cp-Bodg50-4051-900-0005R5","*00454*",
"455","455","mon00455","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070605","Campuslands","0","Salon Skylab","mon-Bodg50-4051-900-0005R5","*00455*",
"456","456","te00456","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","CK440U-10928","Campuslands","0","Salon Skylab","te-Bodg50-4051-900-0005R5","*00456*",
"457","457","mou00457","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Skylab","mou-Bodg50-4051-900-0005R5","*00457*",
"458","458","cp00458","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","500SN32567","Campuslands","0","Salon Skylab","cp-Bodg50-4051-900-0005R5","*00458*",
"459","459","mon00459","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070511","Campuslands","0","Salon Skylab","mon-Bodg50-4051-900-0005R5","*00459*",
"460","460","te00460","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","CK440U-11024","Campuslands","0","Salon Skylab","te-Bodg50-4051-900-0005R5","*00460*",
"461","461","mou00461","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Skylab","mou-Bodg50-4051-900-0005R5","*00461*",
"462","462","cp00462","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","500SN32585","Campuslands","0","Salon Skylab","cp-Bodg50-4051-900-0005R5","*00462*",
"463","463","mon00463","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070408","Campuslands","0","Salon Skylab","mon-Bodg50-4051-900-0005R5","*00463*",
"464","464","te00464","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","CK440U-10931","Campuslands","0","Salon Skylab","te-Bodg50-4051-900-0005R5","*00464*",
"465","465","mou00465","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Skylab","mou-Bodg50-4051-900-0005R5","*00465*",
"466","466","cp00466","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","500SN32572","Campuslands","0","Salon Skylab","cp-Bodg50-4051-900-0005R5","*00466*",
"467","467","mon00467","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070209","Campuslands","0","Salon Skylab","mon-Bodg50-4051-900-0005R5","*00467*",
"468","468","te00468","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","CK440U-11023","Campuslands","0","Salon Skylab","te-Bodg50-4051-900-0005R5","*00468*",
"469","469","mou00469","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Skylab","mou-Bodg50-4051-900-0005R5","*00469*",
"470","470","cp00470","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","500SN32599","Campuslands","0","Salon Skylab","cp-Bodg50-4051-900-0005R5","*00470*",
"471","471","mon00471","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070285","Campuslands","0","Salon Skylab","mon-Bodg50-4051-900-0005R5","*00471*",
"472","472","te00472","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","CK440U-11026","Campuslands","0","Salon Skylab","te-Bodg50-4051-900-0005R5","*00472*",
"473","473","mou00473","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Skylab","mou-Bodg50-4051-900-0005R5","*00473*",
"474","474","cp00474","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","500SN32581","Campuslands","0","Salon Skylab","cp-Bodg50-4051-900-0005R5","*00474*",
"475","475","mon00475","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070086","Campuslands","0","Salon Skylab","mon-Bodg50-4051-900-0005R5","*00475*",
"476","476","te00476","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","CK440U-11025","Campuslands","0","Salon Skylab","te-Bodg50-4051-900-0005R5","*00476*",
"477","477","mou00477","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Skylab","mou-Bodg50-4051-900-0005R5","*00477*",
"478","478","cp00478","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","500SN32619","Campuslands","0","Salon Skylab","cp-Bodg50-4051-900-0005R5","*00478*",
"479","479","mon00479","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070669","Campuslands","0","Salon Skylab","mon-Bodg50-4051-900-0005R5","*00479*",
"480","480","te00480","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","CK440U-10930","Campuslands","0","Salon Skylab","te-Bodg50-4051-900-0005R5","*00480*",
"481","481","mou00481","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Skylab","mou-Bodg50-4051-900-0005R5","*00481*",
"482","482","cp00482","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","500SN32575","Campuslands","0","Salon Skylab","cp-Bodg50-4051-900-0005R5","*00482*",
"483","483","mon00483","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070692","Campuslands","0","Salon Skylab","mon-Bodg50-4051-900-0005R5","*00483*",
"484","484","te00484","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","CK440U-10929","Campuslands","0","Salon Skylab","te-Bodg50-4051-900-0005R5","*00484*",
"485","485","mou00485","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Skylab","mou-Bodg50-4051-900-0005R5","*00485*",
"486","486","cp00486","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","500SN32595","Campuslands","0","Sala asesoria","cp-Bodg50-4051-900-0005R5","*00486*",
"487","487","mon00487","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070057","Campuslands","0","Sala asesoria","mon-Bodg50-4051-900-0005R5","*00487*",
"488","488","te00488","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","CK440U-10760","Campuslands","0","Sala asesoria","te-Bodg50-4051-900-0005R5","*00488*",
"489","489","mou00489","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Sala asesoria","mou-Bodg50-4051-900-0005R5","*00489*",
"490","490","cp00490","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","500SN32604","Campuslands","0","Sala asesoria","cp-Bodg50-4051-900-0005R5","*00490*",
"491","491","mon00491","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070575","Campuslands","0","Sala asesoria","mon-Bodg50-4051-900-0005R5","*00491*",
"492","492","te00492","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","CK440U-10656","Campuslands","0","Sala asesoria","te-Bodg50-4051-900-0005R5","*00492*",
